VendorNumber,InvoiceDate,PODate,PayDate,Freight,Approval,IDInvoicePurchases,IDPurchases
90037,2016-05-10,2016-04-27,2016-06-24,0.73,,1889,1889
9819,2016-05-10,2016-04-24,2016-06-10,310.14,,1890,1890
8892,2016-05-12,2016-04-29,2016-06-13,207.71,,1891,1891
9260,2016-05-09,2016-04-28,2016-06-21,4.04,,1892,1892
9165,2016-05-17,2016-04-28,2016-06-12,1402.21,Frank Delahunt,1893,1893
90010,2016-05-16,2016-04-26,2016-06-21,22.64,,1894,1894
1587,2016-05-12,2016-04-29,2016-06-23,122.81,,1895,1895
90024,2016-05-09,2016-04-28,2016-06-11,182.06,,1896,1896
1601,2016-05-12,2016-04-25,2016-06-15,11.64,,1897,1897
90057,2016-05-15,2016-04-28,2016-06-12,2.1,,1898,1898
9622,2016-05-16,2016-04-25,2016-06-26,2.98,,1899,1899
9625,2016-05-10,2016-04-25,2016-06-17,31.13,,1900,1900
3664,2016-05-11,2016-04-28,2016-06-19,539.4,,1901,1901
9815,2016-05-10,2016-04-27,2016-06-20,532.14,,1902,1902
90058,2016-05-09,2016-04-29,2016-06-19,6.73,,1903,1903
1703,2016-05-24,2016-05-06,2016-06-28,10.56,,1904,1904
105,2016-05-23,2016-05-01,2016-06-26,0.57,,1905,1905
4466,2016-05-16,2016-05-06,2016-06-27,11.46,,1906,1906
388,2016-05-24,2016-05-02,2016-06-16,1.88,,1907,1907
480,2016-05-18,2016-05-01,2016-06-28,1400.4,Frank Delahunt,1908,1908
516,2016-05-23,2016-05-06,2016-06-17,167.62,,1909,1909
2396,2016-05-18,2016-05-02,2016-06-18,0.24,,1910,1910
1128,2016-05-22,2016-05-02,2016-07-03,978.43,,1911,1911
1189,2016-05-20,2016-05-04,2016-06-18,12.42,,1912,1912
1273,2016-05-16,2016-05-05,2016-06-25,17.3,,1913,1913
11567,2016-05-21,2016-05-06,2016-06-22,321.78,,1914,1914
1485,2016-05-17,2016-05-05,2016-06-18,127.58,,1915,1915
4380,2016-05-17,2016-05-05,2016-06-29,25.1,,1916,1916
1650,2016-05-17,2016-05-03,2016-06-18,2.36,,1917,1917
1392,2016-05-21,2016-05-06,2016-07-02,1013.69,,1918,1918
90047,2016-05-23,2016-05-05,2016-06-18,18.43,,1919,1919
2242,2016-05-21,2016-05-03,2016-06-20,97.15,,1920,1920
1590,2016-05-17,2016-05-02,2016-07-01,52.9,,1921,1921
3960,2016-05-19,2016-05-01,2016-06-21,3800.76,Frank Delahunt,1922,1922
2555,2016-05-16,2016-05-02,2016-06-22,113.72,,1923,1923
2496,2016-05-22,2016-05-03,2016-06-27,18.92,,1924,1924
17037,2016-05-18,2016-05-03,2016-06-23,3.78,,1925,1925
3252,2016-05-16,2016-05-05,2016-06-29,1028.1,,1926,1926
2561,2016-05-16,2016-05-06,2016-06-19,97.99,,1927,1927
1655,2016-05-16,2016-05-06,2016-06-21,46.06,,1928,1928
17031,2016-05-24,2016-05-05,2016-07-01,11.56,,1929,1929
90011,2016-05-18,2016-05-02,2016-06-20,3.87,,1930,1930
9744,2016-05-16,2016-05-02,2016-06-17,57.18,,1931,1931
3924,2016-05-23,2016-05-06,2016-06-20,507.22,,1932,1932
3951,2016-05-21,2016-05-05,2016-06-22,1.37,,1933,1933
90053,2016-05-16,2016-05-06,2016-06-19,1.99,,1934,1934
17032,2016-05-16,2016-05-02,2016-06-27,1.46,,1935,1935
12546,2016-05-19,2016-05-05,2016-06-21,1819.73,Frank Delahunt,1936,1936
4550,2016-05-24,2016-05-02,2016-06-19,4.69,,1937,1937
4692,2016-05-20,2016-05-02,2016-06-21,104.06,,1938,1938
90032,2016-05-18,2016-05-04,2016-07-03,4.97,,1939,1939
4848,2016-05-18,2016-05-01,2016-06-26,34.44,,1940,1940
4950,2016-05-18,2016-05-04,2016-06-21,18.56,,1941,1941
8352,2016-05-24,2016-05-01,2016-06-27,186.24,,1942,1942
9552,2016-05-19,2016-05-01,2016-06-29,706.8,,1943,1943
10000,2016-05-20,2016-05-03,2016-07-02,211.4,,1944,1944
5270,2016-05-17,2016-05-02,2016-06-17,179.45,,1945,1945
5455,2016-05-18,2016-05-01,2016-06-21,22.52,,1946,1946
4425,2016-05-20,2016-05-06,2016-06-23,8.9,,1947,1947
4425,2016-05-16,2016-05-04,2016-06-16,1747.61,Frank Delahunt,1948,1948
5992,2016-05-21,2016-05-06,2016-06-23,15.09,,1949,1949
6213,2016-05-22,2016-05-04,2016-06-18,201.01,,1950,1950
8112,2016-05-17,2016-05-06,2016-06-24,540.38,,1951,1951
6215,2016-05-19,2016-05-02,2016-07-03,0.99,,1952,1952
6355,2016-05-21,2016-05-04,2016-06-27,3.73,,1953,1953
6359,2016-05-23,2016-05-02,2016-06-16,5.07,,1954,1954
6785,2016-05-20,2016-05-06,2016-07-03,429.49,,1955,1955
10754,2016-05-21,2016-05-06,2016-06-20,445.67,,1956,1956
17035,2016-05-20,2016-05-03,2016-07-02,1589.46,Frank Delahunt,1957,1957
9206,2016-05-22,2016-05-02,2016-06-23,28.01,,1958,1958
7153,2016-05-23,2016-05-03,2016-06-17,204.42,,1959,1959
90027,2016-05-18,2016-05-06,2016-06-24,0.94,,1960,1960
7154,2016-05-19,2016-05-01,2016-06-26,7.28,,1961,1961
7240,2016-05-23,2016-05-05,2016-06-29,4.99,,1962,1962
7245,2016-05-24,2016-05-04,2016-06-20,881.23,,1963,1963
7255,2016-05-19,2016-05-02,2016-06-19,18.94,,1964,1964
7239,2016-05-18,2016-05-04,2016-06-28,198.42,,1965,1965
10050,2016-05-22,2016-05-04,2016-06-27,5.39,,1966,1966
8004,2016-05-23,2016-05-06,2016-06-25,779.25,,1967,1967
660,2016-05-22,2016-05-04,2016-06-18,339.11,,1968,1968
17033,2016-05-24,2016-05-01,2016-06-22,15.51,,1969,1969
8150,2016-05-21,2016-05-04,2016-06-19,6.18,,1970,1970
98450,2016-05-20,2016-05-05,2016-06-25,13.19,,1971,1971
8320,2016-05-17,2016-05-05,2016-07-03,39.9,,1972,1972
3089,2016-05-21,2016-05-06,2016-06-19,114.37,,1973,1973
28750,2016-05-17,2016-05-03,2016-06-27,1.24,,1974,1974
2000,2016-05-18,2016-05-02,2016-06-16,358.81,,1975,1975
653,2016-05-23,2016-05-01,2016-07-02,114.69,,1976,1976
8673,2016-05-18,2016-05-03,2016-07-03,140.65,,1977,1977
12331,2016-05-20,2016-05-02,2016-06-27,1.96,,1978,1978
8664,2016-05-21,2016-05-04,2016-07-02,292.85,,1979,1979
8735,2016-05-18,2016-05-05,2016-06-28,4.17,,1980,1980
90056,2016-05-20,2016-05-05,2016-06-20,3.56,,1981,1981
172662,2016-05-17,2016-05-02,2016-06-27,6.72,,1982,1982
8920,2016-05-17,2016-05-03,2016-06-27,5.0,,1983,1983
28776,2016-05-22,2016-05-04,2016-06-22,2.42,,1984,1984
9819,2016-05-18,2016-05-04,2016-06-16,200.34,,1985,1985
8892,2016-05-17,2016-05-06,2016-06-19,245.61,,1986,1986
9260,2016-05-20,2016-05-05,2016-06-19,5.48,,1987,1987
9165,2016-05-23,2016-05-02,2016-06-23,1118.87,,1988,1988
90010,2016-05-18,2016-05-01,2016-06-23,11.71,,1989,1989
1587,2016-05-23,2016-05-06,2016-06-22,55.54,,1990,1990
90024,2016-05-18,2016-05-02,2016-06-17,60.17,,1991,1991
1601,2016-05-18,2016-05-06,2016-06-18,9.98,,1992,1992
9622,2016-05-24,2016-05-06,2016-06-23,3.46,,1993,1993
9625,2016-05-20,2016-05-04,2016-06-19,23.76,,1994,1994
3664,2016-05-18,2016-05-01,2016-07-01,278.74,,1995,1995
9815,2016-05-22,2016-05-03,2016-06-25,397.84,,1996,1996
90058,2016-05-16,2016-05-02,2016-06-22,4.65,,1997,1997
60,2016-05-23,2016-05-12,2016-07-07,14.94,,1998,1998
1703,2016-05-31,2016-05-08,2016-07-10,12.14,,1999,1999
4466,2016-05-28,2016-05-11,2016-07-04,15.83,,2000,2000
388,2016-05-31,2016-05-08,2016-07-05,4.17,,2001,2001
480,2016-05-30,2016-05-12,2016-07-07,1410.91,Frank Delahunt,2002,2002
516,2016-05-25,2016-05-10,2016-06-24,135.92,,2003,2003
2396,2016-05-27,2016-05-10,2016-07-04,0.81,,2004,2004
1265,2016-05-29,2016-05-10,2016-06-27,0.39,,2005,2005
1128,2016-05-24,2016-05-13,2016-07-08,985.58,,2006,2006
1189,2016-05-30,2016-05-10,2016-07-03,13.51,,2007,2007
1273,2016-05-25,2016-05-11,2016-06-28,22.84,,2008,2008
11567,2016-05-29,2016-05-10,2016-06-24,398.9,,2009,2009
90046,2016-05-27,2016-05-10,2016-07-01,1.41,,2010,2010
1485,2016-05-30,2016-05-12,2016-07-03,130.3,,2011,2011
2876,2016-05-31,2016-05-12,2016-07-08,0.26,,2012,2012
4380,2016-05-29,2016-05-10,2016-07-10,25.83,,2013,2013
1650,2016-05-31,2016-05-11,2016-07-04,1.89,,2014,2014
1392,2016-05-27,2016-05-12,2016-06-26,1114.18,,2015,2015
90047,2016-05-27,2016-05-08,2016-06-26,26.2,,2016,2016
2242,2016-05-29,2016-05-12,2016-07-10,109.98,,2017,2017
1590,2016-05-25,2016-05-11,2016-06-27,64.1,,2018,2018
3960,2016-05-31,2016-05-09,2016-07-04,3473.39,Frank Delahunt,2019,2019
2555,2016-05-27,2016-05-11,2016-07-10,65.43,,2020,2020
2450,2016-05-24,2016-05-13,2016-07-10,1.36,,2021,2021
2496,2016-05-31,2016-05-13,2016-07-04,9.27,,2022,2022
17037,2016-05-23,2016-05-11,2016-06-26,11.43,,2023,2023
3252,2016-05-26,2016-05-08,2016-06-28,980.92,,2024,2024
2561,2016-05-26,2016-05-09,2016-06-27,107.8,,2025,2025
1655,2016-05-24,2016-05-09,2016-07-09,8.18,,2026,2026
17031,2016-05-28,2016-05-09,2016-06-25,4.01,,2027,2027
90011,2016-05-28,2016-05-09,2016-07-07,9.0,,2028,2028
9744,2016-05-29,2016-05-08,2016-06-26,60.5,,2029,2029
90051,2016-05-28,2016-05-11,2016-06-23,0.62,,2030,2030
90052,2016-05-28,2016-05-08,2016-06-29,0.71,,2031,2031
3924,2016-05-29,2016-05-11,2016-07-08,264.28,,2032,2032
3950,2016-05-29,2016-05-13,2016-07-07,1.53,,2033,2033
90053,2016-05-30,2016-05-10,2016-06-27,0.05,,2034,2034
2,2016-05-27,2016-05-12,2016-06-23,0.24,,2035,2035
17032,2016-05-27,2016-05-09,2016-07-04,1.36,,2036,2036
12546,2016-05-23,2016-05-09,2016-07-09,1696.94,Frank Delahunt,2037,2037
4550,2016-05-28,2016-05-10,2016-06-26,9.22,,2038,2038
4692,2016-05-26,2016-05-09,2016-07-05,115.6,,2039,2039
90032,2016-05-24,2016-05-09,2016-06-26,2.95,,2040,2040
4848,2016-05-23,2016-05-10,2016-07-05,10.82,,2041,2041
4950,2016-05-30,2016-05-09,2016-07-02,11.02,,2042,2042
8352,2016-05-29,2016-05-13,2016-06-24,152.49,,2043,2043
9552,2016-05-24,2016-05-13,2016-06-23,794.07,,2044,2044
10000,2016-05-27,2016-05-11,2016-07-03,233.36,,2045,2045
5270,2016-05-31,2016-05-13,2016-06-29,60.08,,2046,2046
5455,2016-05-24,2016-05-13,2016-06-24,25.14,,2047,2047
4425,2016-05-30,2016-05-12,2016-07-10,6.91,,2048,2048
4425,2016-05-29,2016-05-12,2016-07-09,1973.45,Frank Delahunt,2049,2049
5992,2016-05-26,2016-05-13,2016-07-04,27.27,,2050,2050
6213,2016-05-28,2016-05-10,2016-06-27,154.23,,2051,2051
5612,2016-05-29,2016-05-09,2016-06-23,0.92,,2052,2052
8112,2016-05-27,2016-05-13,2016-07-03,599.26,,2053,2053
6215,2016-05-31,2016-05-11,2016-07-03,1.64,,2054,2054
6355,2016-05-30,2016-05-09,2016-06-30,5.6,,2055,2055
6359,2016-05-28,2016-05-10,2016-07-02,33.45,,2056,2056
6785,2016-05-29,2016-05-13,2016-07-03,410.98,,2057,2057
6830,2016-05-25,2016-05-10,2016-07-03,1.99,,2058,2058
10754,2016-05-30,2016-05-09,2016-07-07,408.34,,2059,2059
17035,2016-05-28,2016-05-11,2016-06-30,1726.46,Frank Delahunt,2060,2060
9206,2016-05-26,2016-05-08,2016-07-03,26.74,,2061,2061
7153,2016-05-28,2016-05-11,2016-07-09,246.35,,2062,2062
90027,2016-05-29,2016-05-13,2016-06-23,1.96,,2063,2063
7154,2016-05-26,2016-05-10,2016-06-27,6.9,,2064,2064
7240,2016-05-24,2016-05-10,2016-07-02,5.67,,2065,2065
7245,2016-05-24,2016-05-13,2016-07-06,660.03,,2066,2066
7255,2016-05-29,2016-05-09,2016-06-26,24.68,,2067,2067
7749,2016-05-27,2016-05-09,2016-06-29,9.29,,2068,2068
7239,2016-05-27,2016-05-08,2016-06-24,302.94,,2069,2069
10050,2016-05-25,2016-05-12,2016-07-01,3.65,,2070,2070
8004,2016-05-24,2016-05-11,2016-07-08,731.29,,2071,2071
660,2016-05-28,2016-05-13,2016-06-30,380.45,,2072,2072
17033,2016-05-31,2016-05-11,2016-07-02,21.6,,2073,2073
8150,2016-05-26,2016-05-09,2016-07-05,14.55,,2074,2074
98450,2016-05-26,2016-05-11,2016-06-24,9.2,,2075,2075
8320,2016-05-25,2016-05-12,2016-06-29,62.43,,2076,2076
3089,2016-05-26,2016-05-13,2016-07-09,103.9,,2077,2077
28750,2016-05-31,2016-05-09,2016-06-26,0.57,,2078,2078
2000,2016-05-25,2016-05-10,2016-07-03,500.71,,2079,2079
653,2016-05-25,2016-05-12,2016-06-28,109.58,,2080,2080
8673,2016-05-28,2016-05-10,2016-06-25,134.52,,2081,2081
12331,2016-05-23,2016-05-13,2016-06-23,6.08,,2082,2082
8664,2016-05-26,2016-05-12,2016-07-05,344.1,,2083,2083
8735,2016-05-25,2016-05-08,2016-06-26,5.39,,2084,2084
90056,2016-05-28,2016-05-09,2016-07-02,0.34,,2085,2085
8920,2016-05-26,2016-05-08,2016-07-07,4.84,,2086,2086
28776,2016-05-31,2016-05-10,2016-07-08,1.64,,2087,2087
173357,2016-05-31,2016-05-13,2016-06-27,0.09,,2088,2088
90017,2016-05-30,2016-05-13,2016-06-25,0.91,,2089,2089
90037,2016-05-28,2016-05-11,2016-06-26,0.91,,2090,2090
9819,2016-05-27,2016-05-09,2016-06-25,229.53,,2091,2091
8892,2016-05-30,2016-05-12,2016-06-25,196.6,,2092,2092
9260,2016-05-29,2016-05-11,2016-07-06,25.3,,2093,2093
9165,2016-05-25,2016-05-13,2016-07-10,1257.3,,2094,2094
90010,2016-05-28,2016-05-13,2016-07-03,7.24,,2095,2095
1587,2016-05-28,2016-05-09,2016-06-26,67.99,,2096,2096
90024,2016-05-24,2016-05-08,2016-07-08,38.59,,2097,2097
1601,2016-05-28,2016-05-09,2016-07-10,11.26,,2098,2098
90057,2016-05-29,2016-05-09,2016-06-24,0.26,,2099,2099
9622,2016-05-31,2016-05-10,2016-07-08,4.28,,2100,2100
9625,2016-05-29,2016-05-09,2016-07-08,18.5,,2101,2101
3664,2016-05-30,2016-05-12,2016-07-04,531.71,,2102,2102
9815,2016-05-25,2016-05-13,2016-07-07,417.49,,2103,2103
90058,2016-05-30,2016-05-10,2016-06-28,0.83,,2104,2104
60,2016-06-05,2016-05-16,2016-07-07,3.82,,2105,2105
1703,2016-05-31,2016-05-18,2016-07-13,2.59,,2106,2106
105,2016-06-04,2016-05-15,2016-07-05,0.39,,2107,2107
4466,2016-06-04,2016-05-17,2016-07-08,20.39,,2108,2108
388,2016-06-07,2016-05-18,2016-07-09,1.22,,2109,2109
480,2016-05-31,2016-05-16,2016-07-16,2620.03,Frank Delahunt,2110,2110
516,2016-06-05,2016-05-18,2016-07-09,155.38,,2111,2111
1265,2016-06-04,2016-05-15,2016-07-09,0.08,,2112,2112
1003,2016-05-30,2016-05-18,2016-07-02,0.2,,2113,2113
1128,2016-06-05,2016-05-15,2016-07-14,1560.08,Frank Delahunt,2114,2114
1189,2016-06-07,2016-05-19,2016-07-17,19.13,,2115,2115
1273,2016-06-07,2016-05-15,2016-07-17,15.17,,2116,2116
11567,2016-06-06,2016-05-18,2016-07-03,764.4,,2117,2117
90046,2016-06-05,2016-05-15,2016-07-13,3.58,,2118,2118
1485,2016-05-31,2016-05-20,2016-07-07,127.87,,2119,2119
4380,2016-06-05,2016-05-17,2016-07-17,25.49,,2120,2120
1650,2016-05-30,2016-05-16,2016-07-14,7.41,,2121,2121
1392,2016-06-01,2016-05-19,2016-07-12,2364.33,Frank Delahunt,2122,2122
90047,2016-05-31,2016-05-17,2016-07-14,19.75,,2123,2123
2242,2016-06-03,2016-05-19,2016-07-16,118.88,,2124,2124
1590,2016-05-31,2016-05-20,2016-06-30,311.3,,2125,2125
3960,2016-06-06,2016-05-17,2016-07-14,6709.72,Frank Delahunt,2126,2126
2555,2016-05-30,2016-05-17,2016-07-06,93.52,,2127,2127
2450,2016-05-31,2016-05-15,2016-07-01,11.2,,2128,2128
2496,2016-06-04,2016-05-18,2016-07-06,9.64,,2129,2129
17037,2016-05-31,2016-05-15,2016-07-09,13.91,,2130,2130
3252,2016-06-06,2016-05-19,2016-07-11,1507.43,Frank Delahunt,2131,2131
2561,2016-05-30,2016-05-16,2016-07-15,107.43,,2132,2132
1655,2016-06-06,2016-05-18,2016-07-11,109.52,,2133,2133
17031,2016-06-03,2016-05-17,2016-07-06,35.71,,2134,2134
90011,2016-06-01,2016-05-20,2016-07-11,5.76,,2135,2135
9744,2016-06-02,2016-05-20,2016-07-01,97.05,,2136,2136
90051,2016-06-04,2016-05-19,2016-07-08,1.28,,2137,2137
90052,2016-06-07,2016-05-18,2016-07-13,1.34,,2138,2138
3924,2016-05-30,2016-05-16,2016-07-15,220.92,,2139,2139
90053,2016-05-31,2016-05-18,2016-07-01,4.5,,2140,2140
17032,2016-06-07,2016-05-16,2016-07-05,19.41,,2141,2141
12546,2016-06-06,2016-05-19,2016-07-16,2375.08,Frank Delahunt,2142,2142
4550,2016-06-06,2016-05-17,2016-07-13,9.83,,2143,2143
4692,2016-06-01,2016-05-19,2016-07-16,137.74,,2144,2144
90032,2016-06-04,2016-05-16,2016-07-07,37.16,,2145,2145
4848,2016-06-06,2016-05-19,2016-07-13,73.35,,2146,2146
4950,2016-05-30,2016-05-18,2016-07-08,135.56,,2147,2147
8352,2016-05-30,2016-05-19,2016-07-16,161.75,,2148,2148
9552,2016-06-05,2016-05-15,2016-07-08,1195.88,,2149,2149
10000,2016-05-31,2016-05-19,2016-07-17,377.98,,2150,2150
5270,2016-06-02,2016-05-16,2016-07-17,44.78,,2151,2151
5455,2016-06-04,2016-05-17,2016-07-17,23.05,,2152,2152
4425,2016-05-30,2016-05-17,2016-07-01,7.22,,2153,2153
4425,2016-06-07,2016-05-16,2016-07-05,4546.42,Frank Delahunt,2154,2154
5992,2016-05-31,2016-05-18,2016-07-05,32.57,,2155,2155
6213,2016-06-01,2016-05-19,2016-07-15,183.08,,2156,2156
8112,2016-06-05,2016-05-19,2016-07-14,759.02,,2157,2157
6215,2016-06-07,2016-05-20,2016-07-01,6.8,,2158,2158
6355,2016-06-01,2016-05-15,2016-07-17,2.61,,2159,2159
6359,2016-06-03,2016-05-19,2016-07-14,17.94,,2160,2160
6785,2016-06-05,2016-05-18,2016-07-01,372.1,,2161,2161
6830,2016-05-31,2016-05-15,2016-07-10,1.03,,2162,2162
10754,2016-06-06,2016-05-15,2016-06-30,459.65,,2163,2163
17035,2016-06-06,2016-05-16,2016-07-02,3206.27,Frank Delahunt,2164,2164
9206,2016-06-04,2016-05-18,2016-07-04,40.62,,2165,2165
7153,2016-06-03,2016-05-19,2016-06-30,315.22,,2166,2166
90027,2016-05-31,2016-05-18,2016-07-14,3.48,,2167,2167
7154,2016-06-05,2016-05-19,2016-07-13,5.85,,2168,2168
7240,2016-06-04,2016-05-17,2016-07-15,4.4,,2169,2169
7245,2016-06-02,2016-05-17,2016-07-17,978.85,,2170,2170
7255,2016-05-31,2016-05-16,2016-07-01,14.43,,2171,2171
7239,2016-06-05,2016-05-15,2016-07-02,722.59,,2172,2172
10050,2016-06-07,2016-05-20,2016-07-11,8.89,,2173,2173
8004,2016-06-06,2016-05-17,2016-07-05,904.7,,2174,2174
660,2016-06-01,2016-05-20,2016-07-10,337.94,,2175,2175
17033,2016-06-07,2016-05-18,2016-07-07,3.28,,2176,2176
8150,2016-05-31,2016-05-16,2016-07-13,9.35,,2177,2177
98450,2016-06-06,2016-05-20,2016-07-14,12.86,,2178,2178
8320,2016-05-30,2016-05-15,2016-07-01,52.83,,2179,2179
3089,2016-06-04,2016-05-15,2016-06-30,156.98,,2180,2180
28750,2016-06-07,2016-05-19,2016-07-10,5.01,,2181,2181
2000,2016-06-06,2016-05-16,2016-07-05,621.97,,2182,2182
653,2016-06-06,2016-05-19,2016-07-11,326.74,,2183,2183
8673,2016-06-05,2016-05-20,2016-07-04,427.99,,2184,2184
12331,2016-06-05,2016-05-15,2016-07-02,2.15,,2185,2185
8664,2016-06-06,2016-05-20,2016-07-15,451.4,,2186,2186
8735,2016-06-04,2016-05-16,2016-07-09,3.32,,2187,2187
90056,2016-05-31,2016-05-16,2016-07-07,20.64,,2188,2188
172662,2016-06-07,2016-05-20,2016-07-13,6.12,,2189,2189
8920,2016-05-30,2016-05-19,2016-07-03,3.61,,2190,2190
28776,2016-06-02,2016-05-17,2016-07-16,5.07,,2191,2191
173357,2016-06-01,2016-05-17,2016-07-13,3.49,,2192,2192
90017,2016-06-05,2016-05-16,2016-07-02,0.75,,2193,2193
9819,2016-06-01,2016-05-19,2016-07-10,505.46,,2194,2194
8892,2016-05-30,2016-05-16,2016-07-15,404.63,,2195,2195
9260,2016-05-31,2016-05-17,2016-06-30,1.09,,2196,2196
9165,2016-06-07,2016-05-19,2016-07-05,1484.86,Frank Delahunt,2197,2197
90010,2016-06-05,2016-05-20,2016-07-04,7.41,,2198,2198
1587,2016-05-31,2016-05-18,2016-07-03,181.54,,2199,2199
90024,2016-06-05,2016-05-15,2016-07-16,42.56,,2200,2200
1601,2016-06-07,2016-05-18,2016-07-17,22.07,,2201,2201
90057,2016-06-05,2016-05-15,2016-07-11,3.41,,2202,2202
9622,2016-06-01,2016-05-19,2016-07-08,2.58,,2203,2203
9625,2016-06-03,2016-05-19,2016-07-05,28.83,,2204,2204
3664,2016-06-04,2016-05-20,2016-07-10,738.07,,2205,2205
9815,2016-06-05,2016-05-16,2016-07-12,630.96,,2206,2206
90058,2016-06-05,2016-05-18,2016-06-30,22.49,,2207,2207
60,2016-06-09,2016-05-27,2016-07-18,4.74,,2208,2208
105,2016-06-12,2016-05-25,2016-07-19,1.16,,2209,2209
4466,2016-06-12,2016-05-23,2016-07-20,29.71,,2210,2210
287,2016-06-10,2016-05-26,2016-07-23,0.68,,2211,2211
388,2016-06-13,2016-05-23,2016-07-21,2.0,,2212,2212
480,2016-06-12,2016-05-22,2016-07-13,3114.69,Frank Delahunt,2213,2213
516,2016-06-06,2016-05-22,2016-07-19,145.36,,2214,2214
2396,2016-06-13,2016-05-27,2016-07-08,0.29,,2215,2215
1128,2016-06-11,2016-05-25,2016-07-23,1430.25,Frank Delahunt,2216,2216
1189,2016-06-11,2016-05-26,2016-07-07,1.87,,2217,2217
1273,2016-06-11,2016-05-22,2016-07-20,77.13,,2218,2218
11567,2016-06-12,2016-05-25,2016-07-23,629.96,,2219,2219
90046,2016-06-14,2016-05-25,2016-07-08,4.94,,2220,2220
1485,2016-06-11,2016-05-23,2016-07-12,180.89,,2221,2221
4380,2016-06-10,2016-05-27,2016-07-18,28.87,,2222,2222
1392,2016-06-09,2016-05-26,2016-07-20,1518.4,Frank Delahunt,2223,2223
90047,2016-06-07,2016-05-22,2016-07-22,15.53,,2224,2224
2242,2016-06-07,2016-05-25,2016-07-17,131.81,,2225,2225
1590,2016-06-08,2016-05-23,2016-07-17,123.46,,2226,2226
3960,2016-06-09,2016-05-27,2016-07-13,4560.45,Frank Delahunt,2227,2227
2555,2016-06-14,2016-05-23,2016-07-10,130.34,,2228,2228
2450,2016-06-11,2016-05-26,2016-07-21,4.45,,2229,2229
2496,2016-06-13,2016-05-27,2016-07-09,11.97,,2230,2230
17037,2016-06-12,2016-05-25,2016-07-19,5.08,,2231,2231
3252,2016-06-10,2016-05-26,2016-07-10,1294.9,Frank Delahunt,2232,2232
2561,2016-06-11,2016-05-22,2016-07-07,119.33,,2233,2233
1655,2016-06-14,2016-05-26,2016-07-08,17.94,,2234,2234
17031,2016-06-11,2016-05-27,2016-07-15,26.58,,2235,2235
90011,2016-06-11,2016-05-24,2016-07-12,3.84,,2236,2236
9744,2016-06-09,2016-05-24,2016-07-11,100.86,,2237,2237
90051,2016-06-08,2016-05-27,2016-07-08,0.89,,2238,2238
90052,2016-06-07,2016-05-22,2016-07-07,0.46,,2239,2239
3924,2016-06-10,2016-05-27,2016-07-17,366.19,,2240,2240
90053,2016-06-08,2016-05-22,2016-07-15,3.38,,2241,2241
17032,2016-06-06,2016-05-24,2016-07-16,7.88,,2242,2242
12546,2016-06-09,2016-05-22,2016-07-08,2584.07,Frank Delahunt,2243,2243
4550,2016-06-11,2016-05-24,2016-07-24,8.51,,2244,2244
4692,2016-06-08,2016-05-22,2016-07-14,159.05,,2245,2245
90032,2016-06-13,2016-05-22,2016-07-09,15.83,,2246,2246
4848,2016-06-11,2016-05-24,2016-07-23,19.38,,2247,2247
4950,2016-06-12,2016-05-24,2016-07-11,64.56,,2248,2248
8352,2016-06-14,2016-05-26,2016-07-20,287.73,,2249,2249
9552,2016-06-10,2016-05-25,2016-07-16,934.06,,2250,2250
10000,2016-06-07,2016-05-26,2016-07-22,371.38,,2251,2251
5270,2016-06-08,2016-05-23,2016-07-08,44.44,,2252,2252
5455,2016-06-14,2016-05-27,2016-07-16,16.17,,2253,2253
4425,2016-06-11,2016-05-26,2016-07-10,6.66,,2254,2254
4425,2016-06-07,2016-05-25,2016-07-13,2811.18,Frank Delahunt,2255,2255
5992,2016-06-09,2016-05-24,2016-07-14,17.57,,2256,2256
6213,2016-06-07,2016-05-23,2016-07-08,207.12,,2257,2257
8112,2016-06-09,2016-05-22,2016-07-10,689.05,,2258,2258
6215,2016-06-11,2016-05-24,2016-07-07,7.24,,2259,2259
6355,2016-06-13,2016-05-24,2016-07-16,5.26,,2260,2260
6359,2016-06-14,2016-05-25,2016-07-21,11.92,,2261,2261
6785,2016-06-09,2016-05-27,2016-07-22,270.84,,2262,2262
10754,2016-06-11,2016-05-27,2016-07-07,328.83,,2263,2263
17035,2016-06-12,2016-05-23,2016-07-23,2579.36,Frank Delahunt,2264,2264
9206,2016-06-12,2016-05-25,2016-07-15,33.98,,2265,2265
7153,2016-06-12,2016-05-25,2016-07-08,283.77,,2266,2266
90027,2016-06-13,2016-05-24,2016-07-12,2.38,,2267,2267
7154,2016-06-11,2016-05-24,2016-07-21,5.9,,2268,2268
7240,2016-06-06,2016-05-25,2016-07-09,3.64,,2269,2269
7245,2016-06-12,2016-05-25,2016-07-24,1048.71,,2270,2270
7255,2016-06-10,2016-05-22,2016-07-24,11.04,,2271,2271
7239,2016-06-13,2016-05-24,2016-07-08,418.45,,2272,2272
10050,2016-06-14,2016-05-23,2016-07-11,7.86,,2273,2273
8004,2016-06-06,2016-05-22,2016-07-15,1035.11,,2274,2274
660,2016-06-13,2016-05-26,2016-07-10,361.63,,2275,2275
17033,2016-06-06,2016-05-23,2016-07-12,7.34,,2276,2276
8150,2016-06-06,2016-05-26,2016-07-17,12.14,,2277,2277
98450,2016-06-14,2016-05-23,2016-07-07,22.66,,2278,2278
8320,2016-06-10,2016-05-23,2016-07-10,54.52,,2279,2279
